Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Iceland,Cosmetics,31/12/2016,331438481,C,Europe,Online,31/12/2016,2334947,3876652.5,8867
Macedonia,Clothes,14/10/2014,787399423,C,Europe,Offline,14/11/2014,281057.2813,856973.75,7842
Mauritania,Office Supplies,11/01/2012,837559306,C,Sub-Saharan Africa,Offline,13/01/2012,664599.375,824431.875,1266
Albania,Clothes,02/02/2010,385383069,C,Europe,Online,18/03/2010,81320.96094,247956.3125,2269
Lesotho,Fruits,18/08/2013,918419539,L,Sub-Saharan Africa,Online,18/09/2013,66473.52344,89623.97656,9606
Saudi Arabia,Cereal,25/03/2013,844530045,M,Middle East and North Africa,Online,28/03/2013,475817.9375,835759.125,4063
Sierra Leone,Office Supplies,26/11/2011,441888415,M,Sub-Saharan Africa,Offline,07/01/2012,1814786.75,2251233,3457
Sao Tome and Principe,Fruits,17/09/2013,508980977,H,Sub-Saharan Africa,Offline,24/10/2013,52848.03906,71253.21094,7637
Cote d'Ivoire,Clothes,08/06/2012,114606559,C,Sub-Saharan Africa,Online,27/06/2012,124794.8828,380512.9688,3482
Fiji,Clothes,30/06/2010,647876489,C,Australia and Oceania,Offline,01/08/2010,354995.1875,1082418.375,9905
Austria,Cosmetics,23/02/2015,868214595,H,Europe,Offline,02/03/2015,749700.5,1244708.375,2847
Djibouti,Cosmetics,07/04/2014,259353148,H,Sub-Saharan Africa,Offline,19/04/2014,1899926,3154398,7215
Australia,Cereal,09/06/2013,450563752,H,Australia and Oceania,Offline,02/07/2013,79869.02344,140287.4063,682
San Marino,Baby Food,26/06/2013,569662845,L,Europe,Online,01/07/2013,757245,1212580,4750
Cameroon,Office Supplies,07/11/2011,177636754,M,Sub-Saharan Africa,Online,15/11/2011,2896729.25,3593376.75,5518
Libya,Clothes,30/10/2010,705784308,H,Middle East and North Africa,Offline,17/11/2010,219197.4375,668356.5,6116
Haiti,Cosmetics,13/10/2013,505716836,H,Central America and the Caribbean,Offline,16/11/2013,448977.6563,745426,1705
Rwanda,Cosmetics,11/10/2013,699358165,H,Sub-Saharan Africa,Offline,25/11/2013,1178928.375,1957344.375,4477
Gabon,Personal Care,08/07/2012,228944623,L,Sub-Saharan Africa,Offline,09/07/2012,490535.5313,707454.875,8656
Belize,Clothes,25/07/2016,807025039,M,Central America and the Caribbean,Offline,07/09/2016,197048.3125,600821.4375,5498
Lithuania,Office Supplies,24/10/2010,166460740,H,Europe,Offline,17/11/2010,4350343.5,5396577.5,8287
Madagascar,Clothes,25/04/2015,610425555,L,Sub-Saharan Africa,Offline,28/05/2015,263137.2813,802333.75,7342
Turkmenistan,Office Supplies,23/04/2013,462405812,M,Asia,Online,20/05/2013,2630049.5,3262562,5010
Libya,Fruits,14/08/2015,816200339,L,Middle East and North Africa,Online,30/09/2015,4657.160156,6279.089844,673
Democratic Republic of the Congo,Beverages,26/05/2011,585920464,C,Sub-Saharan Africa,Online,15/07/2011,182506.3906,272410.4375,5741
Djibouti,Cereal,20/05/2017,555990016,H,Sub-Saharan Africa,Online,17/06/2017,1013704.188,1780539.25,8656
Pakistan,Cosmetics,05/07/2013,231145322,L,Middle East and North Africa,Offline,16/08/2013,2604860.25,4324782.5,9892
Mexico,Household,06/11/2014,986435210,C,North America,Offline,12/12/2014,3494663.25,4647149.5,6954
Federated States of Micronesia,Beverages,28/10/2014,217221009,C,Australia and Oceania,Online,15/11/2014,298158.4063,445033.5625,9379
Laos,Vegetables,15/09/2011,789176547,C,Asia,Offline,23/10/2011,339350.75,574951.9375,3732
Monaco,Baby Food,29/05/2012,688288152,H,Europe,Offline,02/06/2012,1373243.875,2198982,8614
Samoa,Cosmetics,20/07/2013,670854651,H,Australia and Oceania,Online,07/08/2013,2542187.75,4220729,9654
Spain,Household,21/10/2012,213487374,L,Europe,Offline,30/11/2012,2267963,3015902.5,4513
Lebanon,Clothes,18/09/2012,663110148,L,Middle East and North Africa,Online,08/10/2012,282562.5625,861563.5,7884
Iran,Cosmetics,15/11/2016,286959302,H,Middle East and North Africa,Online,08/12/2016,1708748.375,2836990.75,6489
Zambia,Snacks,04/01/2011,122583663,L,Sub-Saharan Africa,Online,05/01/2011,398042.4063,623289.3125,4085
Kenya,Vegetables,18/03/2012,827844560,L,Sub-Saharan Africa,Online,07/04/2012,587135,994765.4375,6457
Mexico,Personal Care,17/02/2012,430915820,L,North America,Offline,20/03/2012,363934.75,524870.0625,6422
Sao Tome and Principe,Beverages,16/01/2011,180283772,C,Sub-Saharan Africa,Offline,21/01/2011,280673.9063,418936.0625,8829
The Gambia,Baby Food,03/02/2014,494747245,M,Sub-Saharan Africa,Offline,20/03/2014,886215.75,1419101.5,5559
Kuwait,Fruits,30/04/2012,513417565,M,Middle East and North Africa,Online,18/05/2012,3612.23999,4870.259766,522
Slovenia,Beverages,23/10/2016,345718562,C,Europe,Offline,25/11/2016,148141.4063,221117,4660
Sierra Leone,Office Supplies,06/12/2016,621386563,H,Sub-Saharan Africa,Offline,14/12/2016,497662.0938,617347.0625,948
Australia,Beverages,07/07/2014,240470397,H,Australia and Oceania,Offline,11/07/2014,298476.3125,445508.0625,9389
Azerbaijan,Office Supplies,13/06/2012,423331391,M,Middle East and North Africa,Online,24/07/2012,1060944.125,1316095.375,2021
Romania,Cosmetics,26/11/2010,660643374,H,Europe,Online,25/12/2010,2082940.25,3458252,7910
Nicaragua,Beverages,08/02/2011,963392674,C,Central America and the Caribbean,Offline,21/03/2011,259279.2344,387002.1875,8156
Mali,Clothes,26/07/2011,512878119,M,Sub-Saharan Africa,Online,03/09/2011,31825.91992,97040.64063,888
Malaysia,Fruits,11/11/2011,810711038,L,Asia,Offline,28/12/2011,43367.64063,58471.10938,6267
Sierra Leone,Vegetables,01/06/2016,728815257,C,Sub-Saharan Africa,Offline,29/06/2016,135031.0469,228779.0938,1485
Mexico,Personal Care,30/07/2015,559427106,M,North America,Offline,08/08/2015,326815.875,471336.9063,5767
Mozambique,Household,10/02/2012,665095412,L,Sub-Saharan Africa,Offline,15/02/2012,2697132.25,3586605,5367
Cote d'Ivoire,Clothes,08/06/2012,114606559,C,Sub-Saharan Africa,Online,27/06/2012,124794.8828,380512.9688,3482
Fiji,Clothes,30/06/2010,647876489,C,Australia and Oceania,Offline,01/08/2010,354995.1875,1082418.375,9905
Austria,Cosmetics,23/02/2015,868214595,H,Europe,Offline,02/03/2015,749700.5,1244708.375,2847
Djibouti,Cosmetics,07/04/2014,259353148,H,Sub-Saharan Africa,Offline,19/04/2014,1899926,3154398,7215
Australia,Cereal,09/06/2013,450563752,H,Australia and Oceania,Offline,02/07/2013,79869.02344,140287.4063,682
San Marino,Baby Food,26/06/2013,569662845,L,Europe,Online,01/07/2013,757245,1212580,4750
Cameroon,Office Supplies,07/11/2011,177636754,M,Sub-Saharan Africa,Online,15/11/2011,2896729.25,3593376.75,5518
Libya,Clothes,30/10/2010,705784308,H,Middle East and North Africa,Offline,17/11/2010,219197.4375,668356.5,6116
Haiti,Cosmetics,13/10/2013,505716836,H,Central America and the Caribbean,Offline,16/11/2013,448977.6563,745426,1705
Rwanda,Cosmetics,11/10/2013,699358165,H,Sub-Saharan Africa,Offline,25/11/2013,1178928.375,1957344.375,4477
Gabon,Personal Care,08/07/2012,228944623,L,Sub-Saharan Africa,Offline,09/07/2012,490535.5313,707454.875,8656
Belize,Clothes,25/07/2016,807025039,M,Central America and the Caribbean,Offline,07/09/2016,197048.3125,600821.4375,5498
Lithuania,Office Supplies,24/10/2010,166460740,H,Europe,Offline,17/11/2010,4350343.5,5396577.5,8287
Madagascar,Clothes,25/04/2015,610425555,L,Sub-Saharan Africa,Offline,28/05/2015,263137.2813,802333.75,7342
Turkmenistan,Office Supplies,23/04/2013,462405812,M,Asia,Online,20/05/2013,2630049.5,3262562,5010
Libya,Fruits,14/08/2015,816200339,L,Middle East and North Africa,Online,30/09/2015,4657.160156,6279.089844,673
Democratic Republic of the Congo,Beverages,26/05/2011,585920464,C,Sub-Saharan Africa,Online,15/07/2011,182506.3906,272410.4375,5741
Djibouti,Cereal,20/05/2017,555990016,H,Sub-Saharan Africa,Online,17/06/2017,1013704.188,1780539.25,8656
Pakistan,Cosmetics,05/07/2013,231145322,L,Middle East and North Africa,Offline,16/08/2013,2604860.25,4324782.5,9892
Mexico,Household,06/11/2014,986435210,C,North America,Offline,12/12/2014,3494663.25,4647149.5,6954
Federated States of Micronesia,Beverages,28/10/2014,217221009,C,Australia and Oceania,Online,15/11/2014,298158.4063,445033.5625,9379
Laos,Vegetables,15/09/2011,789176547,C,Asia,Offline,23/10/2011,339350.75,574951.9375,3732
Monaco,Baby Food,29/05/2012,688288152,H,Europe,Offline,02/06/2012,1373243.875,2198982,8614
Samoa,Cosmetics,20/07/2013,670854651,H,Australia and Oceania,Online,07/08/2013,2542187.75,4220729,9654
Spain,Household,21/10/2012,213487374,L,Europe,Offline,30/11/2012,2267963,3015902.5,4513
Lebanon,Clothes,18/09/2012,663110148,L,Middle East and North Africa,Online,08/10/2012,282562.5625,861563.5,7884
Iran,Cosmetics,15/11/2016,286959302,H,Middle East and North Africa,Online,08/12/2016,1708748.375,2836990.75,6489
Zambia,Snacks,04/01/2011,122583663,L,Sub-Saharan Africa,Online,05/01/2011,398042.4063,623289.3125,4085
Kenya,Vegetables,18/03/2012,827844560,L,Sub-Saharan Africa,Online,07/04/2012,587135,994765.4375,6457
Mexico,Personal Care,17/02/2012,430915820,L,North America,Offline,20/03/2012,363934.75,524870.0625,6422
Sao Tome and Principe,Beverages,16/01/2011,180283772,C,Sub-Saharan Africa,Offline,21/01/2011,280673.9063,418936.0625,8829
The Gambia,Baby Food,03/02/2014,494747245,M,Sub-Saharan Africa,Offline,20/03/2014,886215.75,1419101.5,5559
Kuwait,Fruits,30/04/2012,513417565,M,Middle East and North Africa,Online,18/05/2012,3612.23999,4870.259766,522
Slovenia,Beverages,23/10/2016,345718562,C,Europe,Offline,25/11/2016,148141.4063,221117,4660
Sierra Leone,Office Supplies,06/12/2016,621386563,H,Sub-Saharan Africa,Offline,14/12/2016,497662.0938,617347.0625,948
Australia,Beverages,07/07/2014,240470397,H,Australia and Oceania,Offline,11/07/2014,298476.3125,445508.0625,9389
Azerbaijan,Office Supplies,13/06/2012,423331391,M,Middle East and North Africa,Online,24/07/2012,1060944.125,1316095.375,2021
Romania,Cosmetics,26/11/2010,660643374,H,Europe,Online,25/12/2010,2082940.25,3458252,7910
Nicaragua,Beverages,08/02/2011,963392674,C,Central America and the Caribbean,Offline,21/03/2011,259279.2344,387002.1875,8156
Mali,Clothes,26/07/2011,512878119,M,Sub-Saharan Africa,Online,03/09/2011,31825.91992,97040.64063,888
Malaysia,Fruits,11/11/2011,810711038,L,Asia,Offline,28/12/2011,43367.64063,58471.10938,6267
Sierra Leone,Vegetables,01/06/2016,728815257,C,Sub-Saharan Africa,Offline,29/06/2016,135031.0469,228779.0938,1485
Mexico,Personal Care,30/07/2015,559427106,M,North America,Offline,08/08/2015,326815.875,471336.9063,5767
Mozambique,Household,10/02/2012,665095412,L,Sub-Saharan Africa,Offline,15/02/2012,2697132.25,3586605,5367
Cote d'Ivoire,Clothes,08/06/2012,114606559,C,Sub-Saharan Africa,Online,27/06/2012,124794.8828,380512.9688,3482
Fiji,Clothes,30/06/2010,647876489,C,Australia and Oceania,Offline,01/08/2010,354995.1875,1082418.375,9905
Austria,Cosmetics,23/02/2015,868214595,H,Europe,Offline,02/03/2015,749700.5,1244708.375,2847
Djibouti,Cosmetics,07/04/2014,259353148,H,Sub-Saharan Africa,Offline,19/04/2014,1899926,3154398,7215
Australia,Cereal,09/06/2013,450563752,H,Australia and Oceania,Offline,02/07/2013,79869.02344,140287.4063,682
San Marino,Baby Food,26/06/2013,569662845,L,Europe,Online,01/07/2013,757245,1212580,4750
Cameroon,Office Supplies,07/11/2011,177636754,M,Sub-Saharan Africa,Online,15/11/2011,2896729.25,3593376.75,5518
Libya,Clothes,30/10/2010,705784308,H,Middle East and North Africa,Offline,17/11/2010,219197.4375,668356.5,6116
Haiti,Cosmetics,13/10/2013,505716836,H,Central America and the Caribbean,Offline,16/11/2013,448977.6563,745426,1705
Rwanda,Cosmetics,11/10/2013,699358165,H,Sub-Saharan Africa,Offline,25/11/2013,1178928.375,1957344.375,4477
Gabon,Personal Care,08/07/2012,228944623,L,Sub-Saharan Africa,Offline,09/07/2012,490535.5313,707454.875,8656
Belize,Clothes,25/07/2016,807025039,M,Central America and the Caribbean,Offline,07/09/2016,197048.3125,600821.4375,5498
Lithuania,Office Supplies,24/10/2010,166460740,H,Europe,Offline,17/11/2010,4350343.5,5396577.5,8287
Madagascar,Clothes,25/04/2015,610425555,L,Sub-Saharan Africa,Offline,28/05/2015,263137.2813,802333.75,7342
Turkmenistan,Office Supplies,23/04/2013,462405812,M,Asia,Online,20/05/2013,2630049.5,3262562,5010
Libya,Fruits,14/08/2015,816200339,L,Middle East and North Africa,Online,30/09/2015,4657.160156,6279.089844,673
Democratic Republic of the Congo,Beverages,26/05/2011,585920464,C,Sub-Saharan Africa,Online,15/07/2011,182506.3906,272410.4375,5741
Djibouti,Cereal,20/05/2017,555990016,H,Sub-Saharan Africa,Online,17/06/2017,1013704.188,1780539.25,8656
Pakistan,Cosmetics,05/07/2013,231145322,L,Middle East and North Africa,Offline,16/08/2013,2604860.25,4324782.5,9892
Mexico,Household,06/11/2014,986435210,C,North America,Offline,12/12/2014,3494663.25,4647149.5,6954
Federated States of Micronesia,Beverages,28/10/2014,217221009,C,Australia and Oceania,Online,15/11/2014,298158.4063,445033.5625,9379
Laos,Vegetables,15/09/2011,789176547,C,Asia,Offline,23/10/2011,339350.75,574951.9375,3732
Monaco,Baby Food,29/05/2012,688288152,H,Europe,Offline,02/06/2012,1373243.875,2198982,8614
Samoa,Cosmetics,20/07/2013,670854651,H,Australia and Oceania,Online,07/08/2013,2542187.75,4220729,9654
Spain,Household,21/10/2012,213487374,L,Europe,Offline,30/11/2012,2267963,3015902.5,4513
Lebanon,Clothes,18/09/2012,663110148,L,Middle East and North Africa,Online,08/10/2012,282562.5625,861563.5,7884
Iran,Cosmetics,15/11/2016,286959302,H,Middle East and North Africa,Online,08/12/2016,1708748.375,2836990.75,6489
Zambia,Snacks,04/01/2011,122583663,L,Sub-Saharan Africa,Online,05/01/2011,398042.4063,623289.3125,4085
Kenya,Vegetables,18/03/2012,827844560,L,Sub-Saharan Africa,Online,07/04/2012,587135,994765.4375,6457
Mexico,Personal Care,17/02/2012,430915820,L,North America,Offline,20/03/2012,363934.75,524870.0625,6422
Sao Tome and Principe,Beverages,16/01/2011,180283772,C,Sub-Saharan Africa,Offline,21/01/2011,280673.9063,418936.0625,8829
The Gambia,Baby Food,03/02/2014,494747245,M,Sub-Saharan Africa,Offline,20/03/2014,886215.75,1419101.5,5559
Kuwait,Fruits,30/04/2012,513417565,M,Middle East and North Africa,Online,18/05/2012,3612.23999,4870.259766,522
Slovenia,Beverages,23/10/2016,345718562,C,Europe,Offline,25/11/2016,148141.4063,221117,4660
Sierra Leone,Office Supplies,06/12/2016,621386563,H,Sub-Saharan Africa,Offline,14/12/2016,497662.0938,617347.0625,948
Australia,Beverages,07/07/2014,240470397,H,Australia and Oceania,Offline,11/07/2014,298476.3125,445508.0625,9389
Azerbaijan,Office Supplies,13/06/2012,423331391,M,Middle East and North Africa,Online,24/07/2012,1060944.125,1316095.375,2021
Romania,Cosmetics,26/11/2010,660643374,H,Europe,Online,25/12/2010,2082940.25,3458252,7910
Nicaragua,Beverages,08/02/2011,963392674,C,Central America and the Caribbean,Offline,21/03/2011,259279.2344,387002.1875,8156
Mali,Clothes,26/07/2011,512878119,M,Sub-Saharan Africa,Online,03/09/2011,31825.91992,97040.64063,888
Malaysia,Fruits,11/11/2011,810711038,L,Asia,Offline,28/12/2011,43367.64063,58471.10938,6267
Sierra Leone,Vegetables,01/06/2016,728815257,C,Sub-Saharan Africa,Offline,29/06/2016,135031.0469,228779.0938,1485
Mexico,Personal Care,30/07/2015,559427106,M,North America,Offline,08/08/2015,326815.875,471336.9063,5767
Mozambique,Household,10/02/2012,665095412,L,Sub-Saharan Africa,Offline,15/02/2012,2697132.25,3586605,5367
Tuvalu,Baby Food,28/05/2010,669165933,H,Australia and Oceania,Offline,27/06/2010,1582243.5,2533654,9925
Grenada,Cereal,22/08/2012,963881480,C,Central America and the Caribbean,Online,15/09/2012,328376.4375,576782.8125,2804
Russia,Office Supplies,02/05/2014,341417157,L,Europe,Offline,08/05/2014,933903.8125,1158502.625,1779
Sao Tome and Principe,Fruits,20/06/2014,514321792,C,Sub-Saharan Africa,Online,05/07/2014,56065.83984,75591.65625,8102
Rwanda,Office Supplies,01/02/2013,115456712,L,Sub-Saharan Africa,Offline,06/02/2013,2657347.5,3296425,5062
Solomon Islands,Baby Food,04/02/2015,547995746,C,Australia and Oceania,Online,21/02/2015,474115.0938,759202.75,2974
Angola,Household,23/04/2011,135425221,M,India,Offline,27/04/2011,2104135,2798046.5,4187
Republic of the Congo,Personal Care,14/07/2015,770463311,M,Sub-Saharan Africa,Offline,25/08/2015,343986.9063,496101.0938,6070
Senegal,Cereal,18/04/2014,616607081,H,India,Online,30/05/2014,772106.25,1356180.125,6593
Kyrgyzstan,Vegetables,24/06/2011,814711606,H,Asia,Online,12/07/2011,11275.32031,19103.43945,124
Cape Verde,Clothes,02/08/2014,939825713,H,Sub-Saharan Africa,Offline,19/08/2014,149381.125,455479.0313,4168
Bangladesh,Clothes,13/01/2017,187310731,L,Asia,Online,01/03/2017,296145.9063,902980.625,8263
Honduras,Household,08/02/2017,522840487,H,Central America and the Caribbean,Offline,13/02/2017,4509794,5997055,8974
Mongolia,Personal Care,19/02/2014,832401311,C,Asia,Offline,23/02/2014,277739.6563,400558.7188,4901
Bulgaria,Clothes,23/04/2012,972292029,M,Europe,Online,03/06/2012,59960.32031,182825.4375,1673
Sri Lanka,Cosmetics,19/11/2016,419123971,M,Asia,Offline,18/12/2016,1830670.125,3039414.5,6952
Cameroon,Beverages,01/04/2015,519820964,C,Sub-Saharan Africa,Offline,18/04/2015,172619.7031,257653.5,5430
Turkmenistan,Household,30/12/2010,441619336,L,Asia,Offline,20/01/2011,1924728.25,2559474,3830
Norway,Baby Food,14/05/2014,819028031,L,Europe,Online,28/06/2014,1187679,1901836,7450
Portugal,Baby Food,31/07/2015,860673511,H,Europe,Online,03/09/2015,202941.6563,324971.4375,1273
Honduras,Snacks,30/06/2016,795490682,L,Central America and the Caribbean,Online,26/07/2016,216804,339490.5,2225
New Zealand,Fruits,08/09/2014,142278373,H,Australia and Oceania,Online,04/10/2014,15134.04004,20404.71094,2187
Moldova,Personal Care,07/05/2016,740147912,L,Europe,Online,10/05/2016,287316.9063,414371.0938,5070
France,Cosmetics,22/05/2017,898523128,H,Europe,Online,05/06/2017,477943.9375,793518,1815
Kiribati,Fruits,13/10/2014,347140347,M,Australia and Oceania,Online,10/11/2014,37354.16016,50363.33984,5398
Mali,Fruits,07/05/2010,686048400,L,Sub-Saharan Africa,Online,10/05/2010,40288.23828,54319.26172,5822
Norway,Beverages,18/07/2014,435608613,C,Europe,Offline,30/07/2014,162891.9531,243133.7969,5124
The Gambia,Household,26/05/2012,886494815,L,Sub-Saharan Africa,Offline,09/06/2012,1191019.75,1583799.875,2370
Switzerland,Cosmetics,17/09/2012,249693334,M,Europe,Offline,20/10/2012,2280701.25,3786589.25,8661
South Sudan,Personal Care,29/12/2013,406502997,C,Sub-Saharan Africa,Offline,28/01/2014,120423.75,173676.25,2125
Australia,Office Supplies,27/10/2015,158535134,C,Australia and Oceania,Online,25/11/2015,1534983,1904138,2924
Myanmar,Household,16/01/2015,177713572,H,Asia,Offline,01/03/2015,4145955,5513227.5,8250
Djibouti,Snacks,25/02/2017,756274640,M,Sub-Saharan Africa,Online,25/02/2017,713942.875,1117953.625,7327
Costa Rica,Personal Care,08/05/2017,456767165,L,Central America and the Caribbean,Offline,21/05/2017,363198.0313,523807.5625,6409
Syria,Fruits,22/11/2011,162052476,L,Middle East and North Africa,Online,03/12/2011,26185.2793,35304.71875,3784
The Gambia,Meat,14/01/2017,825304400,M,Sub-Saharan Africa,Online,23/01/2017,1738477.25,2011149.625,4767
Brunei,Office Supplies,01/04/2012,320009267,L,Asia,Online,08/05/2012,3521431.75,4368316.5,6708
Bulgaria,Office Supplies,16/02/2012,189965903,M,Europe,Online,28/02/2012,2093015.5,2596374.25,3987
Niger,Personal Care,11/03/2017,699285638,H,Sub-Saharan Africa,Online,28/03/2017,170860.0469,246415.9531,3015
Azerbaijan,Cosmetics,06/02/2010,382392299,M,Middle East and North Africa,Online,25/02/2010,1904929.25,3162704.75,7234
The Gambia,Cereal,07/06/2012,994022214,H,Sub-Saharan Africa,Offline,08/06/2012,247921.875,435466.9063,2117
Slovakia,Vegetables,06/10/2012,759224212,H,Europe,Online,10/11/2012,15549.03027,26344.25977,171
Myanmar,Clothes,14/11/2015,223359620,H,Asia,Online,18/11/2015,212531.2031,648030.375,5930
Comoros,Cereal,29/03/2016,902102267,H,Sub-Saharan Africa,Offline,29/04/2016,112659.8203,197883.4063,962
Iceland,Cosmetics,31/12/2016,331438481,C,Europe,Online,31/12/2016,2334947,3876652.5,8867
Macedonia,Clothes,14/10/2014,787399423,C,Europe,Offline,14/11/2014,281057.2813,856973.75,7842
Mauritania,Office Supplies,11/01/2012,837559306,C,Sub-Saharan Africa,Offline,13/01/2012,664599.375,824431.875,1266
Albania,Clothes,02/02/2010,385383069,C,Europe,Online,18/03/2010,81320.96094,247956.3125,2269
Lesotho,Fruits,18/08/2013,918419539,L,Sub-Saharan Africa,Online,18/09/2013,66473.52344,89623.97656,9606
Saudi Arabia,Cereal,25/03/2013,844530045,M,Middle East and North Africa,Online,28/03/2013,475817.9375,835759.125,4063
Sierra Leone,Office Supplies,26/11/2011,441888415,M,Sub-Saharan Africa,Offline,07/01/2012,1814786.75,2251233,3457
Sao Tome and Principe,Fruits,17/09/2013,508980977,H,Sub-Saharan Africa,Offline,24/10/2013,52848.03906,71253.21094,7637
Cote d'Ivoire,Clothes,08/06/2012,114606559,C,Sub-Saharan Africa,Online,27/06/2012,124794.8828,380512.9688,3482
Fiji,Clothes,30/06/2010,647876489,C,Australia and Oceania,Offline,01/08/2010,354995.1875,1082418.375,9905
Austria,Cosmetics,23/02/2015,868214595,H,Europe,Offline,02/03/2015,749700.5,1244708.375,2847
Djibouti,Cosmetics,07/04/2014,259353148,H,Sub-Saharan Africa,Offline,19/04/2014,1899926,3154398,7215
Australia,Cereal,09/06/2013,450563752,H,Australia and Oceania,Offline,02/07/2013,79869.02344,140287.4063,682
San Marino,Baby Food,26/06/2013,569662845,L,Europe,Online,01/07/2013,757245,1212580,4750
Cameroon,Office Supplies,07/11/2011,177636754,M,Sub-Saharan Africa,Online,15/11/2011,2896729.25,3593376.75,5518
Libya,Clothes,30/10/2010,705784308,H,Middle East and North Africa,Offline,17/11/2010,219197.4375,668356.5,6116
Haiti,Cosmetics,13/10/2013,505716836,H,Central America and the Caribbean,Offline,16/11/2013,448977.6563,745426,1705
Rwanda,Cosmetics,11/10/2013,699358165,H,Sub-Saharan Africa,Offline,25/11/2013,1178928.375,1957344.375,4477
Gabon,Personal Care,08/07/2012,228944623,L,Sub-Saharan Africa,Offline,09/07/2012,490535.5313,707454.875,8656
Belize,Clothes,25/07/2016,807025039,M,Central America and the Caribbean,Offline,07/09/2016,197048.3125,600821.4375,5498
Lithuania,Office Supplies,24/10/2010,166460740,H,Europe,Offline,17/11/2010,4350343.5,5396577.5,8287
Madagascar,Clothes,25/04/2015,610425555,L,Sub-Saharan Africa,Offline,28/05/2015,263137.2813,802333.75,7342
Turkmenistan,Office Supplies,23/04/2013,462405812,M,Asia,Online,20/05/2013,2630049.5,3262562,5010
Libya,Fruits,14/08/2015,816200339,L,Middle East and North Africa,Online,30/09/2015,4657.160156,6279.089844,673
Democratic Republic of the Congo,Beverages,26/05/2011,585920464,C,Sub-Saharan Africa,Online,15/07/2011,182506.3906,272410.4375,5741
Djibouti,Cereal,20/05/2017,555990016,H,Sub-Saharan Africa,Online,17/06/2017,1013704.188,1780539.25,8656
Pakistan,Cosmetics,05/07/2013,231145322,L,Middle East and North Africa,Offline,16/08/2013,2604860.25,4324782.5,9892
Mexico,Household,06/11/2014,986435210,C,North America,Offline,12/12/2014,3494663.25,4647149.5,6954
Federated States of Micronesia,Beverages,28/10/2014,217221009,C,Australia and Oceania,Online,15/11/2014,298158.4063,445033.5625,9379
Laos,Vegetables,15/09/2011,789176547,C,Asia,Offline,23/10/2011,339350.75,574951.9375,3732
Monaco,Baby Food,29/05/2012,688288152,H,Europe,Offline,02/06/2012,1373243.875,2198982,8614
Samoa,Cosmetics,20/07/2013,670854651,H,Australia and Oceania,Online,07/08/2013,2542187.75,4220729,9654
Spain,Household,21/10/2012,213487374,L,Europe,Offline,30/11/2012,2267963,3015902.5,4513
Lebanon,Clothes,18/09/2012,663110148,L,Middle East and North Africa,Online,08/10/2012,282562.5625,861563.5,7884
Iran,Cosmetics,15/11/2016,286959302,H,Middle East and North Africa,Online,08/12/2016,1708748.375,2836990.75,6489
Zambia,Snacks,04/01/2011,122583663,L,Sub-Saharan Africa,Online,05/01/2011,398042.4063,623289.3125,4085
Kenya,Vegetables,18/03/2012,827844560,L,Sub-Saharan Africa,Online,07/04/2012,587135,994765.4375,6457
Mexico,Personal Care,17/02/2012,430915820,L,North America,Offline,20/03/2012,363934.75,524870.0625,6422
Sao Tome and Principe,Beverages,16/01/2011,180283772,C,Sub-Saharan Africa,Offline,21/01/2011,280673.9063,418936.0625,8829
The Gambia,Baby Food,03/02/2014,494747245,M,Sub-Saharan Africa,Offline,20/03/2014,886215.75,1419101.5,5559
Kuwait,Fruits,30/04/2012,513417565,M,Middle East and North Africa,Online,18/05/2012,3612.23999,4870.259766,522
Slovenia,Beverages,23/10/2016,345718562,C,Europe,Offline,25/11/2016,148141.4063,221117,4660
Sierra Leone,Office Supplies,06/12/2016,621386563,H,Sub-Saharan Africa,Offline,14/12/2016,497662.0938,617347.0625,948
Australia,Beverages,07/07/2014,240470397,H,Australia and Oceania,Offline,11/07/2014,298476.3125,445508.0625,9389
Azerbaijan,Office Supplies,13/06/2012,423331391,M,Middle East and North Africa,Online,24/07/2012,1060944.125,1316095.375,2021
Romania,Cosmetics,26/11/2010,660643374,H,Europe,Online,25/12/2010,2082940.25,3458252,7910
Nicaragua,Beverages,08/02/2011,963392674,C,Central America and the Caribbean,Offline,21/03/2011,259279.2344,387002.1875,8156
Mali,Clothes,26/07/2011,512878119,M,Sub-Saharan Africa,Online,03/09/2011,31825.91992,97040.64063,888
Malaysia,Fruits,11/11/2011,810711038,L,Asia,Offline,28/12/2011,43367.64063,58471.10938,6267
Sierra Leone,Vegetables,01/06/2016,728815257,C,Sub-Saharan Africa,Offline,29/06/2016,135031.0469,228779.0938,1485
Mexico,Personal Care,30/07/2015,559427106,M,North America,Offline,08/08/2015,326815.875,471336.9063,5767
Mozambique,Household,10/02/2012,665095412,L,Sub-Saharan Africa,Offline,15/02/2012,2697132.25,3586605,5367
Cote d'Ivoire,Clothes,08/06/2012,114606559,C,Sub-Saharan Africa,Online,27/06/2012,124794.8828,380512.9688,3482
Fiji,Clothes,30/06/2010,647876489,C,Australia and Oceania,Offline,01/08/2010,354995.1875,1082418.375,9905
Austria,Cosmetics,23/02/2015,868214595,H,Europe,Offline,02/03/2015,749700.5,1244708.375,2847
Djibouti,Cosmetics,07/04/2014,259353148,H,Sub-Saharan Africa,Offline,19/04/2014,1899926,3154398,7215
